process,priority,value,run,name
sample_receipt_out,1,607.0,15,base
sample_prep_manual_in,1,608.0,15,base
sample_prep_manual_out,1,647.0,15,base
sample_heat_in,1,656.0,15,base
sample_heat_out,1,683.0,15,base
rna_extraction_in,1,721.0,15,base
rna_extraction_out,1,849.0,15,base
pcr_prep_in,1,857.0,15,base
pcr_prep_out,1,875.0,15,base
pcr_in,1,875.0,15,base
pcr_out,1,993.0,15,base
data_analysis_in,1,993.0,15,base
data_analysis_out,1,1005.0,15,base
sample_preprocess_in,2,251.0,15,base
sample_preprocess_out,2,262.0,15,base
sample_receipt_in,2,1271.0,15,base
sample_receipt_out,2,1343.0,15,base
sample_prep_manual_in,2,1344.0,15,base
sample_prep_manual_out,2,1607.0,15,base
sample_heat_in,2,1627.0,15,base
sample_heat_out,2,1656.0,15,base
rna_extraction_in,2,1672.0,15,base
rna_extraction_out,2,1797.0,15,base
pcr_prep_in,2,1808.0,15,base
pcr_prep_out,2,1825.0,15,base
pcr_in,2,1826.0,15,base
pcr_out,2,1927.0,15,base
data_analysis_in,2,1928.0,15,base
data_analysis_out,2,1938.0,15,base
sample_preprocess_in,1,104.0,16,base
sample_preprocess_out,1,122.0,16,base
sample_receipt_in,1,585.0,16,base
sample_receipt_out,1,621.0,16,base
sample_prep_manual_in,1,622.0,16,base
sample_prep_manual_out,1,663.0,16,base
sample_heat_in,1,680.0,16,base
sample_heat_out,1,708.0,16,base
rna_extraction_in,1,747.0,16,base
rna_extraction_out,1,875.0,16,base
pcr_prep_in,1,902.0,16,base
pcr_prep_out,1,918.0,16,base
pcr_in,1,918.0,16,base
pcr_out,1,1022.0,16,base
data_analysis_in,1,1022.0,16,base
data_analysis_out,1,1034.0,16,base
sample_preprocess_in,2,268.0,16,base
sample_preprocess_out,2,279.0,16,base
sample_receipt_in,2,2093.0,16,base
sample_receipt_out,2,2128.0,16,base
sample_prep_manual_in,2,2128.0,16,base
sample_prep_manual_out,2,2170.0,16,base
sample_heat_in,2,2192.0,16,base
sample_heat_out,2,2220.0,16,base
rna_extraction_in,2,2249.0,16,base
rna_extraction_out,2,2375.0,16,base
pcr_prep_in,2,2393.0,16,base
pcr_prep_out,2,2410.0,16,base
pcr_in,2,2410.0,16,base
pcr_out,2,2512.0,16,base
data_analysis_in,2,2513.0,16,base
data_analysis_out,2,2526.0,16,base
sample_preprocess_in,1,112.0,17,base
sample_preprocess_out,1,164.0,17,base
sample_receipt_in,1,583.0,17,base
sample_receipt_out,1,622.0,17,base
sample_prep_manual_in,1,623.0,17,base
sample_prep_manual_out,1,666.0,17,base
sample_heat_in,1,681.0,17,base
sample_heat_out,1,708.0,17,base
rna_extraction_in,1,744.0,17,base
rna_extraction_out,1,875.0,17,base
pcr_prep_in,1,899.0,17,base
pcr_prep_out,1,935.0,17,base
pcr_in,1,936.0,17,base
pcr_out,1,1039.0,17,base
data_analysis_in,1,1040.0,17,base
data_analysis_out,1,1053.0,17,base
sample_preprocess_in,2,259.0,17,base
sample_preprocess_out,2,273.0,17,base
sample_receipt_in,2,2067.0,17,base
sample_receipt_out,2,2114.0,17,base
sample_prep_manual_in,2,2115.0,17,base
sample_prep_manual_out,2,2151.0,17,base
sample_heat_in,2,2167.0,17,base
sample_heat_out,2,2193.0,17,base
rna_extraction_in,2,2218.0,17,base
rna_extraction_out,2,2356.0,17,base
pcr_prep_in,2,2375.0,17,base
pcr_prep_out,2,2392.0,17,base
pcr_in,2,2392.0,17,base
pcr_out,2,2494.0,17,base
data_analysis_in,2,2494.0,17,base
data_analysis_out,2,2508.0,17,base
sample_preprocess_in,1,113.0,18,base
sample_preprocess_out,1,270.0,18,base
sample_receipt_in,1,595.0,18,base
sample_receipt_out,1,635.0,18,base
sample_prep_manual_in,1,636.0,18,base
sample_prep_manual_out,1,671.0,18,base
sample_heat_in,1,687.0,18,base
sample_heat_out,1,715.0,18,base
rna_extraction_in,1,747.0,18,base
rna_extraction_out,1,878.0,18,base
pcr_prep_in,1,907.0,18,base
pcr_prep_out,1,925.0,18,base
pcr_in,1,926.0,18,base
pcr_out,1,1026.0,18,base
data_analysis_in,1,1026.0,18,base
data_analysis_out,1,1040.0,18,base
sample_preprocess_in,2,310.0,18,base
sample_preprocess_out,2,322.0,18,base
sample_receipt_in,2,2147.0,18,base
sample_receipt_out,2,2196.0,18,base
sample_prep_manual_in,2,2196.0,18,base
sample_prep_manual_out,2,2231.0,18,base
sample_heat_in,2,2249.0,18,base
sample_heat_out,2,2278.0,18,base
rna_extraction_in,2,2359.0,18,base
rna_extraction_out,2,2485.0,18,base
pcr_prep_in,2,2501.0,18,base
pcr_prep_out,2,2518.0,18,base
pcr_in,2,2519.0,18,base
pcr_out,2,2627.0,18,base
data_analysis_in,2,2628.0,18,base
data_analysis_out,2,2638.0,18,base
sample_preprocess_in,1,112.0,19,base
sample_preprocess_out,1,130.0,19,base
sample_receipt_in,1,583.0,19,base
sample_receipt_out,1,626.0,19,base
sample_prep_manual_in,1,626.0,19,base
sample_prep_manual_out,1,661.0,19,base
sample_heat_in,1,680.0,19,base
sample_heat_out,1,714.0,19,base
rna_extraction_in,1,736.0,19,base
rna_extraction_out,1,865.0,19,base
pcr_prep_in,1,887.0,19,base
pcr_prep_out,1,911.0,19,base
pcr_in,1,912.0,19,base
pcr_out,1,1017.0,19,base
data_analysis_in,1,1017.0,19,base
data_analysis_out,1,1030.0,19,base
sample_preprocess_in,2,266.0,19,base
sample_preprocess_out,2,285.0,19,base
sample_receipt_in,2,1085.0,19,base
sample_receipt_out,2,1159.0,19,base
sample_prep_manual_in,2,1159.0,19,base
sample_prep_manual_out,2,1487.0,19,base
sample_heat_in,2,1511.0,19,base
sample_heat_out,2,1538.0,19,base
rna_extraction_in,2,1559.0,19,base
rna_extraction_out,2,1683.0,19,base
pcr_prep_in,2,1695.0,19,base
pcr_prep_out,2,1712.0,19,base
pcr_in,2,1712.0,19,base
pcr_out,2,1814.0,19,base
data_analysis_in,2,1815.0,19,base
data_analysis_out,2,1827.0,19,base
sample_preprocess_in,1,103.0,20,base
sample_preprocess_out,1,119.0,20,base
sample_receipt_in,1,575.0,20,base
sample_receipt_out,1,615.0,20,base
sample_prep_manual_in,1,616.0,20,base
sample_prep_manual_out,1,661.0,20,base
sample_heat_in,1,683.0,20,base
sample_heat_out,1,713.0,20,base
rna_extraction_in,1,736.0,20,base
rna_extraction_out,1,866.0,20,base
pcr_prep_in,1,884.0,20,base
pcr_prep_out,1,908.0,20,base
pcr_in,1,909.0,20,base
pcr_out,1,1014.0,20,base
data_analysis_in,1,1015.0,20,base
data_analysis_out,1,1027.0,20,base
sample_preprocess_in,2,247.0,20,base
sample_preprocess_out,2,264.0,20,base
sample_receipt_in,2,2149.0,20,base
sample_receipt_out,2,2187.0,20,base
sample_prep_manual_in,2,2187.0,20,base
sample_prep_manual_out,2,2229.0,20,base
sample_heat_in,2,2247.0,20,base
sample_heat_out,2,2274.0,20,base
rna_extraction_in,2,2304.0,20,base
rna_extraction_out,2,2430.0,20,base
pcr_prep_in,2,2455.0,20,base
pcr_prep_out,2,2470.0,20,base
pcr_in,2,2470.0,20,base
pcr_out,2,2572.0,20,base
data_analysis_in,2,2573.0,20,base
data_analysis_out,2,2584.0,20,base
sample_preprocess_in,1,101.0,21,base
sample_preprocess_out,1,129.0,21,base
sample_receipt_in,1,553.0,21,base
sample_receipt_out,1,584.0,21,base
sample_prep_manual_in,1,585.0,21,base
sample_prep_manual_out,1,632.0,21,base
sample_heat_in,1,639.0,21,base
sample_heat_out,1,668.0,21,base
rna_extraction_in,1,706.0,21,base
rna_extraction_out,1,832.0,21,base
pcr_prep_in,1,861.0,21,base
pcr_prep_out,1,876.0,21,base
pcr_in,1,877.0,21,base
pcr_out,1,983.0,21,base
data_analysis_in,1,983.0,21,base
data_analysis_out,1,998.0,21,base
sample_preprocess_in,2,299.0,21,base
sample_preprocess_out,2,313.0,21,base
sample_receipt_in,2,1324.0,21,base
sample_receipt_out,2,1626.0,21,base
sample_prep_manual_in,2,1626.0,21,base
sample_prep_manual_out,2,1658.0,21,base
sample_heat_in,2,1672.0,21,base
sample_heat_out,2,1699.0,21,base
rna_extraction_in,2,1715.0,21,base
rna_extraction_out,2,1841.0,21,base
pcr_prep_in,2,1847.0,21,base
pcr_prep_out,2,1864.0,21,base
pcr_in,2,1864.0,21,base
pcr_out,2,1965.0,21,base
data_analysis_in,2,1966.0,21,base
data_analysis_out,2,1977.0,21,base
sample_preprocess_in,1,114.0,22,base
sample_preprocess_out,1,218.0,22,base
sample_receipt_in,1,577.0,22,base
sample_receipt_out,1,615.0,22,base
sample_prep_manual_in,1,616.0,22,base
sample_prep_manual_out,1,654.0,22,base
sample_heat_in,1,674.0,22,base
sample_heat_out,1,700.0,22,base
rna_extraction_in,1,734.0,22,base
rna_extraction_out,1,860.0,22,base
pcr_prep_in,1,884.0,22,base
pcr_prep_out,1,917.0,22,base
pcr_in,1,918.0,22,base
pcr_out,1,1021.0,22,base
data_analysis_in,1,1022.0,22,base
data_analysis_out,1,1034.0,22,base
sample_preprocess_in,2,274.0,22,base
sample_preprocess_out,2,291.0,22,base
sample_receipt_in,2,1064.0,22,base
sample_receipt_out,2,1107.0,22,base
sample_prep_manual_in,2,1107.0,22,base
